task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,48.15,48.15
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,50.1,53.8
0,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,48.15,48.15
1,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,51.3,51.3
2,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,49.65,49.65
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,47.45,47.45
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,48.25,46.9
0,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,45.4,45.4
1,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,48.8,48.8
2,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,51.25,51.25
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,50.75,50.75
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,50.1,51.2
0,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,44.05,44.05
1,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.35,51.35
2,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,49.2,49.2
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,49.7,49.7
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,50.35,52.0
0,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,47.5,47.5
1,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,52.3,52.3
2,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,51.9,51.9
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,50.1,50.1
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,46.85,48.9
0,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,43.85,43.85
1,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.4,49.4
2,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.45,49.45
3,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.75,49.75
4,middle,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,46.45,46.3
0,middle,75,"(14, 14)",,0.1,baseline,gradcam,24.95,24.95
1,middle,75,"(14, 14)",,0.1,baseline,gradcam,26.6,26.6
2,middle,75,"(14, 14)",,0.1,baseline,gradcam,30.0,30.0
3,middle,75,"(14, 14)",,0.1,baseline,gradcam,31.5,31.5
4,middle,75,"(14, 14)",,0.1,baseline,gradcam,25.9,27.3
0,middle,75,"(14, 14)",,0.1,baseline,gradcam++,24.95,24.95
1,middle,75,"(14, 14)",,0.1,baseline,gradcam++,28.2,28.2
2,middle,75,"(14, 14)",,0.1,baseline,gradcam++,30.95,30.95
3,middle,75,"(14, 14)",,0.1,baseline,gradcam++,31.65,31.65
4,middle,75,"(14, 14)",,0.1,baseline,gradcam++,30.9,36.8
0,middle,75,"(14, 14)",,0.1,baseline,scorecam,27.65,27.65
1,middle,75,"(14, 14)",,0.1,baseline,scorecam,26.45,26.45
2,middle,75,"(14, 14)",,0.1,baseline,scorecam,30.05,30.05
3,middle,75,"(14, 14)",,0.1,baseline,scorecam,32.15,32.15
4,middle,75,"(14, 14)",,0.1,baseline,scorecam,29.95,32.2
0,middle,75,"(14, 14)",,0.1,baseline,gradcam,27.5,27.5
1,middle,75,"(14, 14)",,0.1,baseline,gradcam,29.0,29.0
2,middle,75,"(14, 14)",,0.1,baseline,gradcam,31.35,31.35
3,middle,75,"(14, 14)",,0.1,baseline,gradcam,31.85,31.85
4,middle,75,"(14, 14)",,0.1,baseline,gradcam,29.6,27.1
0,middle,75,"(14, 14)",,0.1,baseline,gradcam++,29.7,29.7
1,middle,75,"(14, 14)",,0.1,baseline,gradcam++,27.7,27.7
2,middle,75,"(14, 14)",,0.1,baseline,gradcam++,31.15,31.15
3,middle,75,"(14, 14)",,0.1,baseline,gradcam++,29.0,29.0
4,middle,75,"(14, 14)",,0.1,baseline,gradcam++,26.95,29.2
0,middle,75,"(14, 14)",,0.1,baseline,scorecam,27.25,27.25
1,middle,75,"(14, 14)",,0.1,baseline,scorecam,30.25,30.25
2,middle,75,"(14, 14)",,0.1,baseline,scorecam,33.65,33.65
3,middle,75,"(14, 14)",,0.1,baseline,scorecam,33.2,33.2
4,middle,75,"(14, 14)",,0.1,baseline,scorecam,29.95,23.1
0,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,28.1,28.1
1,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,26.4,26.4
2,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,30.8,30.8
3,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,34.05,34.05
4,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,31.1,28.8
0,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,26.3,26.3
1,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.3,30.3
2,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,29.95,29.95
3,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.25,30.25
4,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,32.05,32.2
0,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,26.95,26.95
1,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,27.8,27.8
2,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,29.55,29.55
3,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,33.15,33.15
4,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,29.7,36.4
0,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,24.3,24.3
1,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,29.45,29.45
2,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,30.95,30.95
3,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,29.6,29.6
4,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam,28.85,31.1
0,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,29.6,29.6
1,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,26.5,26.5
2,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.05,30.05
3,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,32.6,32.6
4,middle,75,"(14, 14)",,0.1,deeper_conv,gradcam++,30.45,26.0
0,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,25.25,25.25
1,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,30.35,30.35
2,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,29.0,29.0
3,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,32.65,32.65
4,middle,75,"(14, 14)",,0.1,deeper_conv,scorecam,30.75,31.9
0,middle,75,"(14, 14)",,0.2,baseline,gradcam,35.05,35.05
1,middle,75,"(14, 14)",,0.2,baseline,gradcam,37.65,37.65
2,middle,75,"(14, 14)",,0.2,baseline,gradcam,37.3,37.3
3,middle,75,"(14, 14)",,0.2,baseline,gradcam,39.05,39.05
4,middle,75,"(14, 14)",,0.2,baseline,gradcam,38.2,38.3
0,middle,75,"(14, 14)",,0.2,baseline,gradcam++,33.05,33.05
1,middle,75,"(14, 14)",,0.2,baseline,gradcam++,39.4,39.4
2,middle,75,"(14, 14)",,0.2,baseline,gradcam++,38.95,38.95
3,middle,75,"(14, 14)",,0.2,baseline,gradcam++,40.55,40.55
4,middle,75,"(14, 14)",,0.2,baseline,gradcam++,36.35,38.9
0,middle,75,"(14, 14)",,0.2,baseline,scorecam,33.05,33.05
1,middle,75,"(14, 14)",,0.2,baseline,scorecam,38.55,38.55
2,middle,75,"(14, 14)",,0.2,baseline,scorecam,38.2,38.2
3,middle,75,"(14, 14)",,0.2,baseline,scorecam,42.85,42.85
4,middle,75,"(14, 14)",,0.2,baseline,scorecam,34.8,33.7
0,middle,75,"(14, 14)",,0.2,baseline,gradcam,34.05,34.05
1,middle,75,"(14, 14)",,0.2,baseline,gradcam,39.4,39.4
2,middle,75,"(14, 14)",,0.2,baseline,gradcam,38.05,38.05
3,middle,75,"(14, 14)",,0.2,baseline,gradcam,39.05,39.05
4,middle,75,"(14, 14)",,0.2,baseline,gradcam,37.05,32.4
0,middle,75,"(14, 14)",,0.2,baseline,gradcam++,31.95,31.95
1,middle,75,"(14, 14)",,0.2,baseline,gradcam++,36.25,36.25
2,middle,75,"(14, 14)",,0.2,baseline,gradcam++,37.6,37.6
3,middle,75,"(14, 14)",,0.2,baseline,gradcam++,40.8,40.8
4,middle,75,"(14, 14)",,0.2,baseline,gradcam++,37.5,39.0
0,middle,75,"(14, 14)",,0.2,baseline,scorecam,35.9,35.9
1,middle,75,"(14, 14)",,0.2,baseline,scorecam,35.8,35.8
2,middle,75,"(14, 14)",,0.2,baseline,scorecam,36.85,36.85
3,middle,75,"(14, 14)",,0.2,baseline,scorecam,39.3,39.3
4,middle,75,"(14, 14)",,0.2,baseline,scorecam,38.05,29.6
0,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,35.55,35.55
1,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,36.0,36.0
2,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,37.25,37.25
3,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,39.75,39.75
4,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,41.7,45.8
0,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,33.85,33.85
1,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,39.1,39.1
2,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,39.9,39.9
3,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,41.0,41.0
4,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,38.75,38.5
0,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,34.2,34.2
1,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,37.35,37.35
2,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,39.0,39.0
3,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,41.7,41.7
4,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,35.5,35.2
0,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,33.05,33.05
1,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,38.85,38.85
2,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,39.25,39.25
3,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,41.45,41.45
4,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam,39.35,37.1
0,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,32.75,32.75
1,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,37.5,37.5
2,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,37.9,37.9
3,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,40.9,40.9
4,middle,75,"(14, 14)",,0.2,deeper_conv,gradcam++,39.2,38.4
0,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,33.5,33.5
1,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,35.9,35.9
2,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,36.0,36.0
3,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,39.85,39.85
4,middle,75,"(14, 14)",,0.2,deeper_conv,scorecam,35.2,33.9
0,middle,75,"(14, 14)",,0.5,baseline,gradcam,47.1,47.1
1,middle,75,"(14, 14)",,0.5,baseline,gradcam,48.75,48.75
2,middle,75,"(14, 14)",,0.5,baseline,gradcam,49.5,49.5
3,middle,75,"(14, 14)",,0.5,baseline,gradcam,49.95,49.95
4,middle,75,"(14, 14)",,0.5,baseline,gradcam,48.35,47.0
0,middle,75,"(14, 14)",,0.5,baseline,gradcam++,44.2,44.2
1,middle,75,"(14, 14)",,0.5,baseline,gradcam++,48.85,48.85
2,middle,75,"(14, 14)",,0.5,baseline,gradcam++,48.8,48.8
3,middle,75,"(14, 14)",,0.5,baseline,gradcam++,46.65,46.65
4,middle,75,"(14, 14)",,0.5,baseline,gradcam++,48.55,53.1
0,middle,75,"(14, 14)",,0.5,baseline,scorecam,45.35,45.35
1,middle,75,"(14, 14)",,0.5,baseline,scorecam,48.25,48.25
2,middle,75,"(14, 14)",,0.5,baseline,scorecam,47.0,47.0
3,middle,75,"(14, 14)",,0.5,baseline,scorecam,49.5,49.5
4,middle,75,"(14, 14)",,0.5,baseline,scorecam,48.9,45.2
0,middle,75,"(14, 14)",,0.5,baseline,gradcam,47.25,47.25
1,middle,75,"(14, 14)",,0.5,baseline,gradcam,49.9,49.9
2,middle,75,"(14, 14)",,0.5,baseline,gradcam,47.7,47.7
3,middle,75,"(14, 14)",,0.5,baseline,gradcam,51.8,51.8
4,middle,75,"(14, 14)",,0.5,baseline,gradcam,48.25,41.8
0,middle,75,"(14, 14)",,0.5,baseline,gradcam++,43.95,43.95
1,middle,75,"(14, 14)",,0.5,baseline,gradcam++,50.45,50.45
2,middle,75,"(14, 14)",,0.5,baseline,gradcam++,46.55,46.55
3,middle,75,"(14, 14)",,0.5,baseline,gradcam++,48.1,48.1
4,middle,75,"(14, 14)",,0.5,baseline,gradcam++,50.85,50.4
0,middle,75,"(14, 14)",,0.5,baseline,scorecam,48.0,48.0
1,middle,75,"(14, 14)",,0.5,baseline,scorecam,51.15,51.15
2,middle,75,"(14, 14)",,0.5,baseline,scorecam,49.75,49.75
3,middle,75,"(14, 14)",,0.5,baseline,scorecam,50.55,50.55
4,middle,75,"(14, 14)",,0.5,baseline,scorecam,48.6,49.8
0,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,47.7,47.7
1,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.8,49.8
2,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.3,49.3
3,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,50.35,50.35
4,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.55,56.6
0,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,45.9,45.9
1,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,51.65,51.65
2,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,48.95,48.95
3,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,46.75,46.75
4,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,46.65,45.3
0,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,45.5,45.5
1,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,50.85,50.85
2,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,49.8,49.8
3,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,46.4,46.4
4,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,49.85,52.4
0,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,43.9,43.9
1,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.15,49.15
2,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,48.85,48.85
3,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.55,49.55
4,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam,49.05,51.0
0,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,45.7,45.7
1,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,51.5,51.5
2,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,46.5,46.5
3,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,46.95,46.95
4,middle,75,"(14, 14)",,0.5,deeper_conv,gradcam++,47.35,48.7
0,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,46.15,46.15
1,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,50.4,50.4
2,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,47.35,47.35
3,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,48.05,48.05
4,middle,75,"(14, 14)",,0.5,deeper_conv,scorecam,49.8,52.3
0,middle,75,"(14, 14)",0.3,0.1,baseline,gradcam,27.25,27.25
