task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
4,top,25,"(7, 7)",0.3,0.5,deeper_conv,gradcam++,49.2,48.6
0,top,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,43.1,43.1
1,top,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,48.85,48.85
2,top,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,49.2,49.2
3,top,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,48.35,48.35
4,top,25,"(7, 7)",0.3,0.5,deeper_conv,scorecam,49.3,44.8
0,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,27.2,27.2
1,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,30.35,30.35
2,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,30.85,30.85
3,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,32.1,32.1
4,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,29.1,29.3
0,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,27.8,27.8
1,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,27.65,27.65
2,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,31.85,31.85
3,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,30.7,30.7
4,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,31.2,30.9
0,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,29.35,29.35
1,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,27.65,27.65
2,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,30.4,30.4
3,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,29.8,29.8
4,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,23.5,23.6
0,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,22.85,22.85
1,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,28.75,28.75
2,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,29.8,29.8
3,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,32.0,32.0
4,top,25,"(7, 7)",0.5,0.1,baseline,gradcam,28.2,30.7
0,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,25.55,25.55
1,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,25.35,25.35
2,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,30.35,30.35
3,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,30.0,30.0
4,top,25,"(7, 7)",0.5,0.1,baseline,gradcam++,26.25,25.1
0,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,24.9,24.9
1,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,30.95,30.95
2,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,29.45,29.45
3,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,33.0,33.0
4,top,25,"(7, 7)",0.5,0.1,baseline,scorecam,29.25,29.1
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,25.7,25.7
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,25.1,25.1
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,29.8,29.8
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,30.95,30.95
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,28.25,26.2
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,28.65,28.65
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,28.45,28.45
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,31.1,31.1
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,30.3,30.3
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,26.35,27.3
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,27.75,27.75
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,27.95,27.95
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,30.1,30.1
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,29.8,29.8
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,30.2,30.9
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,25.8,25.8
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,23.85,23.85
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,29.25,29.25
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,29.2,29.2
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam,26.65,23.3
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,28.35,28.35
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,26.2,26.2
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,29.05,29.05
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,31.6,31.6
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,26.45,26.1
0,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,20.55,20.55
1,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,24.6,24.6
2,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,28.35,28.35
3,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,32.5,32.5
4,top,25,"(7, 7)",0.5,0.1,deeper_conv,scorecam,32.2,30.4
0,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,33.05,33.05
1,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,35.25,35.25
2,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,37.3,37.3
3,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,41.35,41.35
4,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,37.2,38.0
0,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,28.55,28.55
1,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,35.85,35.85
2,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,37.5,37.5
3,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,38.35,38.35
4,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,37.85,37.9
0,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,34.45,34.45
1,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,38.25,38.25
2,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,39.3,39.3
3,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,40.25,40.25
4,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,38.1,38.2
0,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,30.85,30.85
1,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,36.2,36.2
2,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,38.2,38.2
3,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,36.9,36.9
4,top,25,"(7, 7)",0.5,0.2,baseline,gradcam,35.8,31.5
0,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,33.05,33.05
1,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,37.8,37.8
2,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,38.1,38.1
3,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,40.15,40.15
4,top,25,"(7, 7)",0.5,0.2,baseline,gradcam++,35.4,35.0
0,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,35.65,35.65
1,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,39.3,39.3
2,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,37.7,37.7
3,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,38.75,38.75
4,top,25,"(7, 7)",0.5,0.2,baseline,scorecam,40.4,37.9
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,31.05,31.05
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,36.3,36.3
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,37.9,37.9
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,41.05,41.05
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,38.0,34.6
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,35.0,35.0
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.3,37.3
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,40.15,40.15
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,36.2,36.2
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,38.75,38.1
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,33.4,33.4
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,35.85,35.85
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,38.9,38.9
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,40.05,40.05
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,39.05,36.4
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,34.35,34.35
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,34.5,34.5
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,37.5,37.5
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,40.0,40.0
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam,37.25,36.9
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,34.65,34.65
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,38.6,38.6
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.2,37.2
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.5,37.5
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.2,36.0
0,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,33.3,33.3
1,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,38.4,38.4
2,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,39.1,39.1
3,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,40.15,40.15
4,top,25,"(7, 7)",0.5,0.2,deeper_conv,scorecam,37.65,37.7
0,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,44.95,44.95
1,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,48.5,48.5
2,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,50.2,50.2
3,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,48.85,48.85
4,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,49.3,52.2
0,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,46.2,46.2
1,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,49.55,49.55
2,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,49.2,49.2
3,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,48.5,48.5
4,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,46.8,51.6
0,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,46.3,46.3
1,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,51.85,51.85
2,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.3,50.3
3,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,47.6,47.6
4,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.1,53.0
0,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,44.65,44.65
1,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,48.8,48.8
2,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,48.0,48.0
3,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,50.2,50.2
4,top,25,"(7, 7)",0.5,0.5,baseline,gradcam,49.2,51.3
0,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,45.9,45.9
1,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,51.05,51.05
2,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,48.05,48.05
3,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,47.45,47.45
4,top,25,"(7, 7)",0.5,0.5,baseline,gradcam++,46.3,50.1
0,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,46.65,46.65
1,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.7,50.7
2,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.2,50.2
3,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.05,50.05
4,top,25,"(7, 7)",0.5,0.5,baseline,scorecam,50.25,51.5
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,46.1,46.1
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,47.75,47.75
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.65,49.65
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.1,49.1
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.45,50.6
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,46.05,46.05
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.75,49.75
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,50.3,50.3
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.1,49.1
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,51.8,52.0
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,46.15,46.15
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,51.65,51.65
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.55,50.55
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,47.7,47.7
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,48.65,56.9
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,45.25,45.25
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,51.05,51.05
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,51.35,51.35
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,50.6,50.6
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam,48.5,44.2
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,47.1,47.1
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,51.15,51.15
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.85,49.85
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.45,49.45
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.8,48.5
0,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,46.05,46.05
1,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,51.15,51.15
2,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,49.55,49.55
3,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.15,50.15
4,top,25,"(7, 7)",0.5,0.5,deeper_conv,scorecam,47.8,50.3
0,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,26.95,26.95
1,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,29.45,29.45
2,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,30.35,30.35
3,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,36.3,36.3
4,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,29.0,25.8
0,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,22.0,22.0
1,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,27.45,27.45
2,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,30.85,30.85
3,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,31.4,31.4
4,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,32.3,38.2
0,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,25.9,25.9
1,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,28.05,28.05
2,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,31.15,31.15
3,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,32.45,32.45
4,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,28.0,32.3
0,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,23.25,23.25
1,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,26.2,26.2
2,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,29.4,29.4
3,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,33.9,33.9
4,top,25,"(7, 7)",0.7,0.1,baseline,gradcam,27.35,30.8
0,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,25.85,25.85
1,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,27.95,27.95
2,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,30.35,30.35
3,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,31.25,31.25
4,top,25,"(7, 7)",0.7,0.1,baseline,gradcam++,29.15,33.8
0,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,24.75,24.75
1,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,27.95,27.95
2,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,29.5,29.5
3,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,30.1,30.1
4,top,25,"(7, 7)",0.7,0.1,baseline,scorecam,27.85,26.7
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,28.1,28.1
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,26.3,26.3
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,28.65,28.65
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,32.8,32.8
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,26.55,27.5
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,25.85,25.85
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,29.0,29.0
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,29.45,29.45
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,31.6,31.6
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,26.7,20.1
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,27.25,27.25
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,28.35,28.35
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,30.05,30.05
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,31.6,31.6
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,29.0,26.9
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,25.4,25.4
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,29.2,29.2
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,29.0,29.0
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,29.1,29.1
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam,31.25,26.2
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,28.45,28.45
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,27.3,27.3
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,29.35,29.35
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,32.85,32.85
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,28.35,26.2
0,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,26.1,26.1
1,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,26.65,26.65
2,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,27.85,27.85
3,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,29.35,29.35
4,top,25,"(7, 7)",0.7,0.1,deeper_conv,scorecam,28.05,23.9
0,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,36.3,36.3
1,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,36.8,36.8
2,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,39.65,39.65
3,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,42.4,42.4
4,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,36.95,34.1
0,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,32.35,32.35
1,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,33.7,33.7
2,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,38.0,38.0
3,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,38.25,38.25
4,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,36.7,43.3
0,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,33.4,33.4
1,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,33.3,33.3
2,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,37.35,37.35
3,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,40.1,40.1
4,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,35.35,33.1
0,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,34.0,34.0
1,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,39.4,39.4
2,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,38.7,38.7
3,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,41.2,41.2
4,top,25,"(7, 7)",0.7,0.2,baseline,gradcam,36.75,39.4
0,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,35.1,35.1
1,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,39.05,39.05
2,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,38.2,38.2
3,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,41.45,41.45
4,top,25,"(7, 7)",0.7,0.2,baseline,gradcam++,38.15,33.8
0,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,33.3,33.3
1,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,37.25,37.25
2,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,37.55,37.55
3,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,39.0,39.0
4,top,25,"(7, 7)",0.7,0.2,baseline,scorecam,35.8,36.2
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,33.1,33.1
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,35.75,35.75
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,34.3,34.3
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,42.25,42.25
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,38.5,43.5
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,33.75,33.75
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,38.9,38.9
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,39.65,39.65
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,42.8,42.8
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.95,41.0
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,32.35,32.35
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,41.3,41.3
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,36.45,36.45
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,42.75,42.75
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,37.3,33.0
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,36.65,36.65
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.9,37.9
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,38.15,38.15
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,39.25,39.25
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.5,39.0
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,33.1,33.1
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,34.85,34.85
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.3,37.3
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.9,37.9
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,38.25,39.6
0,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,34.55,34.55
1,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,36.75,36.75
2,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,39.25,39.25
3,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,41.3,41.3
4,top,25,"(7, 7)",0.7,0.2,deeper_conv,scorecam,37.85,36.8
0,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,43.4,43.4
1,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,49.1,49.1
2,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,49.05,49.05
3,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,49.45,49.45
4,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,48.5,49.1
0,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,48.0,48.0
1,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,49.25,49.25
2,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,49.15,49.15
3,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,48.75,48.75
4,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,48.65,53.6
0,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,46.85,46.85
1,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,49.25,49.25
2,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,48.9,48.9
3,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,49.3,49.3
4,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,50.6,52.8
0,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,47.85,47.85
1,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,49.85,49.85
2,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,48.0,48.0
3,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,50.0,50.0
4,top,25,"(7, 7)",0.7,0.5,baseline,gradcam,49.45,49.4
0,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,44.75,44.75
1,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,50.8,50.8
2,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,47.8,47.8
3,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,49.25,49.25
4,top,25,"(7, 7)",0.7,0.5,baseline,gradcam++,48.55,50.6
0,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,46.35,46.35
1,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,48.7,48.7
2,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,49.1,49.1
3,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,49.5,49.5
4,top,25,"(7, 7)",0.7,0.5,baseline,scorecam,44.9,38.3
0,top,25,"(7, 7)",0.7,0.5,deeper_conv,gradcam,46.5,46.5
1,top,25,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.95,51.95
2,top,25,"(7, 7)",0.7,0.5,deeper_conv,gradcam,49.5,49.5
3,top,25,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.45,51.45
4,top,25,"(7, 7)",0.7,0.5,deeper_conv,gradcam,46.65,45.3
